Phrase,Sentiment,Tokens,Lemmatized_Tokens,Lemmatized_Phrase,Stemmed_Tokens,Stemmed_Phrase
this is one of peter watkins most accessible films  ,1,"['one', 'peter', 'watkins', 'accessible', 'films']","['one', 'peter', 'watkins', 'accessible', 'film']",this is one of peter watkins most accessible film,"['one', 'peter', 'watkin', 'access', 'film']",thi is one of peter watkin most access film
i advise you to look out for it  ,1,"['advise', 'look']","['advise', 'look']",i advise you to look out for it,"['advis', 'look']",i advis you to look out for it
you wont regret it  ,1,"['wont', 'regret']","['wont', 'regret']",you wont regret it,"['wont', 'regret']",you wont regret it
highly recommended a  ,1,"['highly', 'recommended']","['highly', 'recommended']",highly recommended a,"['highli', 'recommend']",highli recommend a
well just if you keep thinking how bad it is  ,0,"['well', 'keep', 'thinking', 'bad']","['well', 'keep', 'thinking', 'bad']",well just if you keep thinking how bad it is,"['well', 'keep', 'think', 'bad']",well just if you keep think how bad it is
its a mediocre miserable hollow laughable and predictable piece of garbage  ,0,"['mediocre', 'miserable', 'hollow', 'laughable', 'predictable', 'piece', 'garbage']","['mediocre', 'miserable', 'hollow', 'laughable', 'predictable', 'piece', 'garbage']",it a mediocre miserable hollow laughable and predictable piece of garbage,"['mediocr', 'miser', 'hollow', 'laughabl', 'predict', 'piec', 'garbag']",it a mediocr miser hollow laughabl and predict piec of garbag
its a case of so bad it is laughable  ,0,"['case', 'bad', 'laughable']","['case', 'bad', 'laughable']",it a case of so bad it is laughable,"['case', 'bad', 'laughabl']",it a case of so bad it is laughabl
 very bad performance plays angela bennett a computer expert who is at home all the time  ,0,"['bad', 'performance', 'plays', 'angela', 'bennett', 'computer', 'expert', 'home', 'time']","['bad', 'performance', 'play', 'angela', 'bennett', 'computer', 'expert', 'home', 'time']",very bad performance play angela bennett a computer expert who is at home all the time,"['bad', 'perform', 'play', 'angela', 'bennett', 'comput', 'expert', 'home', 'time']",veri bad perform play angela bennett a comput expert who is at home all the time
it is a film about nothing just a pretext to show ridiculous action scenes  ,0,"['film', 'nothing', 'pretext', 'show', 'ridiculous', 'action', 'scenes']","['film', 'nothing', 'pretext', 'show', 'ridiculous', 'action', 'scene']",it is a film about nothing just a pretext to show ridiculous action scene,"['film', 'noth', 'pretext', 'show', 'ridicul', 'action', 'scene']",it is a film about noth just a pretext to show ridicul action scene
how awful she is  ,0,['awful'],['awful'],how awful she is,['aw'],how aw she is
but she is still a bad actress repeating her robotic face moves in each of her pictures  ,0,"['still', 'bad', 'actress', 'repeating', 'robotic', 'face', 'moves', 'pictures']","['still', 'bad', 'actress', 'repeating', 'robotic', 'face', 'move', 'picture']",but she is still a bad actress repeating her robotic face move in each of her picture,"['still', 'bad', 'actress', 'repeat', 'robot', 'face', 'move', 'pictur']",but she is still a bad actress repeat her robot face move in each of her pictur
the results well are a shame  ,0,"['results', 'well', 'shame']","['result', 'well', 'shame']",the result well are a shame,"['result', 'well', 'shame']",the result well are a shame
delete this film from your mind  ,0,"['delete', 'film', 'mind']","['delete', 'film', 'mind']",delete this film from your mind,"['delet', 'film', 'mind']",delet thi film from your mind
one of the worst shows of all time  ,0,"['one', 'worst', 'shows', 'time']","['one', 'worst', 'show', 'time']",one of the worst show of all time,"['one', 'worst', 'show', 'time']",one of the worst show of all time
the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for  ,0,"['show', 'would', 'begin', 'smart', 'ass', 'ed', 'comments', 'would', 'totally', 'wall', 'uncalled']","['show', 'would', 'begin', 'smart', 'as', 'ed', 'comment', 'would', 'totally', 'wall', 'uncalled']",the show would begin with smart as ed comment to each other that would be totally off the wall and uncalled for,"['show', 'would', 'begin', 'smart', 'ass', 'ed', 'comment', 'would', 'total', 'wall', 'uncal']",the show would begin with smart ass ed comment to each other that would be total off the wall and uncal for
the fat computer geek was unbelievable the bible thumper the badass girl who are these actors  ,0,"['fat', 'computer', 'geek', 'unbelievable', 'bible', 'thumper', 'badass', 'girl', 'actors']","['fat', 'computer', 'geek', 'unbelievable', 'bible', 'thumper', 'badass', 'girl', 'actor']",the fat computer geek wa unbelievable the bible thumper the badass girl who are these actor,"['fat', 'comput', 'geek', 'unbeliev', 'bibl', 'thumper', 'badass', 'girl', 'actor']",the fat comput geek wa unbeliev the bibl thumper the badass girl who are these actor
never heard of any of them except cole who was totally unbelievable in the part  ,0,"['never', 'heard', 'except', 'cole', 'totally', 'unbelievable', 'part']","['never', 'heard', 'except', 'cole', 'totally', 'unbelievable', 'part']",never heard of any of them except cole who wa totally unbelievable in the part,"['never', 'heard', 'except', 'cole', 'total', 'unbeliev', 'part']",never heard of ani of them except cole who wa total unbeliev in the part
every time he opened his mouth you expect to hear you see kids pulling the plug was a mercy killing for this horrible show  ,0,"['every', 'time', 'opened', 'mouth', 'expect', 'hear', 'see', 'kids', 'pulling', 'plug', 'mercy', 'killing', 'horrible', 'show']","['every', 'time', 'opened', 'mouth', 'expect', 'hear', 'see', 'kid', 'pulling', 'plug', 'mercy', 'killing', 'horrible', 'show']",every time he opened his mouth you expect to hear you see kid pulling the plug wa a mercy killing for this horrible show,"['everi', 'time', 'open', 'mouth', 'expect', 'hear', 'see', 'kid', 'pull', 'plug', 'merci', 'kill', 'horribl', 'show']",everi time he open hi mouth you expect to hear you see kid pull the plug wa a merci kill for thi horribl show
the stories were as unbelievable as the actors  ,0,"['stories', 'unbelievable', 'actors']","['story', 'unbelievable', 'actor']",the story were a unbelievable a the actor,"['stori', 'unbeliev', 'actor']",the stori were as unbeliev as the actor
lame would be the best way to describe it  ,0,"['lame', 'would', 'best', 'way', 'describe']","['lame', 'would', 'best', 'way', 'describe']",lame would be the best way to describe it,"['lame', 'would', 'best', 'way', 'describ']",lame would be the best way to describ it
stanwyck and morgan are perfectly cast in what is in many ways a modern equivalent of dickens christmas carol in its sensibility  ,1,"['stanwyck', 'morgan', 'perfectly', 'cast', 'many', 'ways', 'modern', 'equivalent', 'dickens', 'christmas', 'carol', 'sensibility']","['stanwyck', 'morgan', 'perfectly', 'cast', 'many', 'way', 'modern', 'equivalent', 'dickens', 'christmas', 'carol', 'sensibility']",stanwyck and morgan are perfectly cast in what is in many way a modern equivalent of dickens christmas carol in it sensibility,"['stanwyck', 'morgan', 'perfectli', 'cast', 'mani', 'way', 'modern', 'equival', 'dicken', 'christma', 'carol', 'sensibl']",stanwyck and morgan are perfectli cast in what is in mani way a modern equival of dicken christma carol in it sensibl
the success of the film depends on the casting of sydney greenstreet as the alexander yardley character  ,1,"['success', 'film', 'depends', 'casting', 'sydney', 'greenstreet', 'alexander', 'yardley', 'character']","['success', 'film', 'depends', 'casting', 'sydney', 'greenstreet', 'alexander', 'yardley', 'character']",the success of the film depends on the casting of sydney greenstreet a the alexander yardley character,"['success', 'film', 'depend', 'cast', 'sydney', 'greenstreet', 'alexand', 'yardley', 'charact']",the success of the film depend on the cast of sydney greenstreet as the alexand yardley charact
the attractive set used throughout most of the film is an eyepleasing gem  ,1,"['attractive', 'set', 'used', 'throughout', 'film', 'eyepleasing', 'gem']","['attractive', 'set', 'used', 'throughout', 'film', 'eyepleasing', 'gem']",the attractive set used throughout most of the film is an eyepleasing gem,"['attract', 'set', 'use', 'throughout', 'film', 'eyepleas', 'gem']",the attract set use throughout most of the film is an eyepleas gem
im big fan of rpg games too but this movie its a disgrace to any selfrespecting rpger there is  ,0,"['im', 'big', 'fan', 'rpg', 'games', 'movie', 'disgrace', 'selfrespecting', 'rpger']","['im', 'big', 'fan', 'rpg', 'game', 'movie', 'disgrace', 'selfrespecting', 'rpger']",im big fan of rpg game too but this movie it a disgrace to any selfrespecting rpger there is,"['im', 'big', 'fan', 'rpg', 'game', 'movi', 'disgrac', 'selfrespect', 'rpger']",im big fan of rpg game too but thi movi it a disgrac to ani selfrespect rpger there is
the lines the cuts the audio everything is wrong  ,0,"['lines', 'cuts', 'audio', 'everything', 'wrong']","['line', 'cut', 'audio', 'everything', 'wrong']",the line the cut the audio everything is wrong,"['line', 'cut', 'audio', 'everyth', 'wrong']",the line the cut the audio everyth is wrong
you can find better movies at youtube  ,0,"['find', 'better', 'movies', 'youtube']","['find', 'better', 'movie', 'youtube']",you can find better movie at youtube,"['find', 'better', 'movi', 'youtub']",you can find better movi at youtub
top line dont waste your time and money on this one its as bad as it comes  ,0,"['top', 'line', 'dont', 'waste', 'time', 'money', 'one', 'bad', 'comes']","['top', 'line', 'dont', 'waste', 'time', 'money', 'one', 'bad', 'come']",top line dont waste your time and money on this one it a bad a it come,"['top', 'line', 'dont', 'wast', 'time', 'money', 'one', 'bad', 'come']",top line dont wast your time and money on thi one it as bad as it come
a lassie movie which should have been put to sleep forever  ,0,"['lassie', 'movie', 'put', 'sleep', 'forever']","['lassie', 'movie', 'put', 'sleep', 'forever']",a lassie movie which should have been put to sleep forever,"['lassi', 'movi', 'put', 'sleep', 'forev']",a lassi movi which should have been put to sleep forev
thats how id describe this painfully dreary timewaster of a film  ,0,"['thats', 'id', 'describe', 'painfully', 'dreary', 'timewaster', 'film']","['thats', 'id', 'describe', 'painfully', 'dreary', 'timewaster', 'film']",thats how id describe this painfully dreary timewaster of a film,"['that', 'id', 'describ', 'pain', 'dreari', 'timewast', 'film']",that how id describ thi pain dreari timewast of a film
so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movies ive seen  ,0,"['mediocre', 'every', 'aspect', 'becomes', 'dull', 'uninteresting', 'mess', 'one', 'forgettable', 'movies', 'ive', 'seen']","['mediocre', 'every', 'aspect', 'becomes', 'dull', 'uninteresting', 'mess', 'one', 'forgettable', 'movie', 'ive', 'seen']",so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movie ive seen,"['mediocr', 'everi', 'aspect', 'becom', 'dull', 'uninterest', 'mess', 'one', 'forgett', 'movi', 'ive', 'seen']",so mediocr in everi aspect that it just becom a dull uninterest mess thi is one of the most forgett movi ive seen
it isnt even an achievement as a sobaditsgood or sobaditsmemorable movie  ,0,"['isnt', 'even', 'achievement', 'sobaditsgood', 'sobaditsmemorable', 'movie']","['isnt', 'even', 'achievement', 'sobaditsgood', 'sobaditsmemorable', 'movie']",it isnt even an achievement a a sobaditsgood or sobaditsmemorable movie,"['isnt', 'even', 'achiev', 'sobaditsgood', 'sobaditsmemor', 'movi']",it isnt even an achiev as a sobaditsgood or sobaditsmemor movi
